country,QS Login,Status,seller_id,Task ID,associate_queue,associate,metric_wk_no,associate_action,correct associate action,Associate Key-Driver,Sub-Key driver,Defect Area Associate,QA Comments on Associate Action,Metric name,investigator_task,investigator_queue,investigator,verification_action,correct investigator action,Investigator Key-Driver,Defect Area Investigator,QA Comments on investigator Action,General Notes,Action_correctly_captured,Audit_outcome,associate_resolve date,Type_of_audit,If_data_correctly_captured
country492,QS Login492,Status492,seller_id492,Task ID492,associate_queue492,associate492,48,associate_action492,correct associate action492,Associate Key-Driver492,Sub-Key driver492,Defect Area Associate492,QA Comments on Associate Action492,Metric name492,investigator_task492,investigator_queue492,investigator492,verification_action492,correct investigator action492,Investigator Key-Driver492,Defect Area Investigator492,QA Comments on investigator Action492,General Notes492,Action_correctly_captured492,Audit_outcome492,13/07/2021,Type_of_audit492,If_data_correctly_captured492
country493,QS Login493,Status493,seller_id493,Task ID493,associate_queue493,associate493,48,associate_action493,correct associate action493,Associate Key-Driver493,Sub-Key driver493,Defect Area Associate493,QA Comments on Associate Action493,Metric name493,investigator_task493,investigator_queue493,investigator493,verification_action493,correct investigator action493,Investigator Key-Driver493,Defect Area Investigator493,QA Comments on investigator Action493,General Notes493,Action_correctly_captured493,Audit_outcome493,13/07/2021,Type_of_audit493,If_data_correctly_captured493
country494,QS Login494,Status494,seller_id494,Task ID494,associate_queue494,associate494,48,associate_action494,correct associate action494,Associate Key-Driver494,Sub-Key driver494,Defect Area Associate494,QA Comments on Associate Action494,Metric name494,investigator_task494,investigator_queue494,investigator494,verification_action494,correct investigator action494,Investigator Key-Driver494,Defect Area Investigator494,QA Comments on investigator Action494,General Notes494,Action_correctly_captured494,Audit_outcome494,13/07/2021,Type_of_audit494,If_data_correctly_captured494
country495,QS Login495,Status495,seller_id495,Task ID495,associate_queue495,associate495,48,associate_action495,correct associate action495,Associate Key-Driver495,Sub-Key driver495,Defect Area Associate495,QA Comments on Associate Action495,Metric name495,investigator_task495,investigator_queue495,investigator495,verification_action495,correct investigator action495,Investigator Key-Driver495,Defect Area Investigator495,QA Comments on investigator Action495,General Notes495,Action_correctly_captured495,Audit_outcome495,13/07/2021,Type_of_audit495,If_data_correctly_captured495
country496,QS Login496,Status496,seller_id496,Task ID496,associate_queue496,associate496,48,associate_action496,correct associate action496,Associate Key-Driver496,Sub-Key driver496,Defect Area Associate496,QA Comments on Associate Action496,Metric name496,investigator_task496,investigator_queue496,investigator496,verification_action496,correct investigator action496,Investigator Key-Driver496,Defect Area Investigator496,QA Comments on investigator Action496,General Notes496,Action_correctly_captured496,Audit_outcome496,13/07/2021,Type_of_audit496,If_data_correctly_captured496
country497,QS Login497,Status497,seller_id497,Task ID497,associate_queue497,associate497,48,associate_action497,correct associate action497,Associate Key-Driver497,Sub-Key driver497,Defect Area Associate497,QA Comments on Associate Action497,Metric name497,investigator_task497,investigator_queue497,investigator497,verification_action497,correct investigator action497,Investigator Key-Driver497,Defect Area Investigator497,QA Comments on investigator Action497,General Notes497,Action_correctly_captured497,Audit_outcome497,13/07/2021,Type_of_audit497,If_data_correctly_captured497
country498,QS Login498,Status498,seller_id498,Task ID498,associate_queue498,associate498,48,associate_action498,correct associate action498,Associate Key-Driver498,Sub-Key driver498,Defect Area Associate498,QA Comments on Associate Action498,Metric name498,investigator_task498,investigator_queue498,investigator498,verification_action498,correct investigator action498,Investigator Key-Driver498,Defect Area Investigator498,QA Comments on investigator Action498,General Notes498,Action_correctly_captured498,Audit_outcome498,13/07/2021,Type_of_audit498,If_data_correctly_captured498
country499,QS Login499,Status499,seller_id499,Task ID499,associate_queue499,associate499,48,associate_action499,correct associate action499,Associate Key-Driver499,Sub-Key driver499,Defect Area Associate499,QA Comments on Associate Action499,Metric name499,investigator_task499,investigator_queue499,investigator499,verification_action499,correct investigator action499,Investigator Key-Driver499,Defect Area Investigator499,QA Comments on investigator Action499,General Notes499,Action_correctly_captured499,Audit_outcome499,13/07/2021,Type_of_audit499,If_data_correctly_captured499
country500,QS Login500,Status500,seller_id500,Task ID500,associate_queue500,associate500,48,associate_action500,correct associate action500,Associate Key-Driver500,Sub-Key driver500,Defect Area Associate500,QA Comments on Associate Action500,Metric name500,investigator_task500,investigator_queue500,investigator500,verification_action500,correct investigator action500,Investigator Key-Driver500,Defect Area Investigator500,QA Comments on investigator Action500,General Notes500,Action_correctly_captured500,Audit_outcome500,13/07/2021,Type_of_audit500,If_data_correctly_captured500
country501,QS Login501,Status501,seller_id501,Task ID501,associate_queue501,associate501,48,associate_action501,correct associate action501,Associate Key-Driver501,Sub-Key driver501,Defect Area Associate501,QA Comments on Associate Action501,Metric name501,investigator_task501,investigator_queue501,investigator501,verification_action501,correct investigator action501,Investigator Key-Driver501,Defect Area Investigator501,QA Comments on investigator Action501,General Notes501,Action_correctly_captured501,Audit_outcome501,13/07/2021,Type_of_audit501,If_data_correctly_captured501
country502,QS Login502,Status502,seller_id502,Task ID502,associate_queue502,associate502,48,associate_action502,correct associate action502,Associate Key-Driver502,Sub-Key driver502,Defect Area Associate502,QA Comments on Associate Action502,Metric name502,investigator_task502,investigator_queue502,investigator502,verification_action502,correct investigator action502,Investigator Key-Driver502,Defect Area Investigator502,QA Comments on investigator Action502,General Notes502,Action_correctly_captured502,Audit_outcome502,13/07/2021,Type_of_audit502,If_data_correctly_captured502
country503,QS Login503,Status503,seller_id503,Task ID503,associate_queue503,associate503,48,associate_action503,correct associate action503,Associate Key-Driver503,Sub-Key driver503,Defect Area Associate503,QA Comments on Associate Action503,Metric name503,investigator_task503,investigator_queue503,investigator503,verification_action503,correct investigator action503,Investigator Key-Driver503,Defect Area Investigator503,QA Comments on investigator Action503,General Notes503,Action_correctly_captured503,Audit_outcome503,13/07/2021,Type_of_audit503,If_data_correctly_captured503
country504,QS Login504,Status504,seller_id504,Task ID504,associate_queue504,associate504,48,associate_action504,correct associate action504,Associate Key-Driver504,Sub-Key driver504,Defect Area Associate504,QA Comments on Associate Action504,Metric name504,investigator_task504,investigator_queue504,investigator504,verification_action504,correct investigator action504,Investigator Key-Driver504,Defect Area Investigator504,QA Comments on investigator Action504,General Notes504,Action_correctly_captured504,Audit_outcome504,13/07/2021,Type_of_audit504,If_data_correctly_captured504
country505,QS Login505,Status505,seller_id505,Task ID505,associate_queue505,associate505,48,associate_action505,correct associate action505,Associate Key-Driver505,Sub-Key driver505,Defect Area Associate505,QA Comments on Associate Action505,Metric name505,investigator_task505,investigator_queue505,investigator505,verification_action505,correct investigator action505,Investigator Key-Driver505,Defect Area Investigator505,QA Comments on investigator Action505,General Notes505,Action_correctly_captured505,Audit_outcome505,13/07/2021,Type_of_audit505,If_data_correctly_captured505
country506,QS Login506,Status506,seller_id506,Task ID506,associate_queue506,associate506,48,associate_action506,correct associate action506,Associate Key-Driver506,Sub-Key driver506,Defect Area Associate506,QA Comments on Associate Action506,Metric name506,investigator_task506,investigator_queue506,investigator506,verification_action506,correct investigator action506,Investigator Key-Driver506,Defect Area Investigator506,QA Comments on investigator Action506,General Notes506,Action_correctly_captured506,Audit_outcome506,13/07/2021,Type_of_audit506,If_data_correctly_captured506
country507,QS Login507,Status507,seller_id507,Task ID507,associate_queue507,associate507,48,associate_action507,correct associate action507,Associate Key-Driver507,Sub-Key driver507,Defect Area Associate507,QA Comments on Associate Action507,Metric name507,investigator_task507,investigator_queue507,investigator507,verification_action507,correct investigator action507,Investigator Key-Driver507,Defect Area Investigator507,QA Comments on investigator Action507,General Notes507,Action_correctly_captured507,Audit_outcome507,13/07/2021,Type_of_audit507,If_data_correctly_captured507
